logtime,food
2024-10-24 11:03:00,Fistful Walnuts
2024-10-24 11:09:00,Fistful Walnuts
2024-10-24 11:09:00,Coffee cappuccino
2024-10-24 11:53:00,Fistful Walnuts
2024-10-24 12:32:00,IMG-20241024-WA0002.jpg (file attached)
2024-10-24 12:56:00,IMG-20241024-WA0004.jpg (file attached)
2024-10-24 12:57:00,Veggie mushroom burger patty
2024-10-24 12:57:00,IMG-20241024-WA0006.jpg (file attached)
2024-10-24 13:35:00,Goji berry cube 3
2024-10-24 18:03:00,Pear
2024-10-24 18:04:00,Fistful almonds
2024-10-24 18:35:00,Plum
2024-10-24 18:44:00,Pumpkin curry and curd 1 cup
2024-10-24 19:42:00,IMG-20241024-WA0009.jpg (file attached)
2024-10-24 19:42:00,IMG-20241024-WA0011.jpg (file attached)
2024-10-24 19:44:00,IMG-20241024-WA0013.jpg (file attached)
2024-10-24 19:46:00,"Thai food tofu, rice and curry"
2024-10-25 08:32:00,Chai
2024-10-25 09:12:00,Almonds
2024-10-25 10:25:00,IMG-20241025-WA0002.jpg (file attached)
2024-10-25 10:25:00,Parang curry and rice
2024-10-25 12:36:00,Fistful almonds
2024-10-25 12:36:00,Grapes 1 cup
2024-10-25 12:54:00,1 cup thai tofu
2024-10-25 12:55:00,IMG-20241025-WA0004.jpg (file attached)
2024-10-25 13:06:00,IMG-20241025-WA0006.jpg (file attached)
2024-10-25 13:06:00,Beans curry and roti
2024-10-25 13:28:00,Cup of pistachios
2024-10-25 16:51:00,Melons
2024-10-25 18:22:00,Chai
2024-10-25 19:12:00,Almonds
2024-10-25 19:17:00,Almonds
2024-10-25 21:12:00,Veg momos 3 pcs
2024-10-25 21:45:00,Beans curry 1/2 cup
2024-10-25 21:45:00,Almonds
2024-10-25 21:55:00,IMG-20241025-WA0010.jpg (file attached)
2024-10-25 22:06:00,IMG-20241025-WA0012.jpg (file attached)
2024-10-25 22:06:00,Almonds
2024-10-25 22:11:00,Almonds
2024-10-26 09:56:00,Chai
2024-10-26 10:07:00,Almonds
2024-10-26 10:20:00,Peach
2024-10-26 10:47:00,Filter coffee
2024-10-26 13:08:00,1 cup dal bhaji and kadi
2024-10-26 13:54:00,IMG-20241026-WA0002.jpg (file attached)
2024-10-26 14:36:00,Same serving as above and rice papad
2024-10-26 14:37:00,IMG-20241026-WA0004.jpg (file attached) 1 rasmalai
2024-10-26 16:14:00,Chai sugar
2024-10-26 16:54:00,1 garey and 1 cup kadi
2024-10-26 17:25:00,1 cup kadi and dal bhaji papad
2024-10-26 17:38:00,1 rasmalai
2024-10-26 17:45:00,Almonds
2024-10-26 19:46:00,2 roti 1 cup pumpkin curry Kadi Rice
2024-10-27 09:02:00,Filter coffee
2024-10-27 09:21:00,Chai
2024-10-27 09:24:00,1/2 digestive biscuit
2024-10-27 10:31:00,Almonds
2024-10-27 10:43:00,Rice kadi 1 bowl
2024-10-27 11:23:00,Filter coffee
2024-10-27 12:32:00,1 bowl pumpkin curry and rice
2024-10-27 12:46:00,Almonds and shankarpala
2024-10-27 12:55:00,Plum
2024-10-27 13:30:00,IMG-20241027-WA0004.jpg (file attached)
2024-10-27 13:30:00,Sandwich
2024-10-27 13:56:00,1/4 sandwich and peach
2024-10-27 17:25:00,Pear
2024-10-27 17:36:00,Almonds
2024-10-27 18:58:00,Almonds
2024-10-27 19:01:00,Almonds
2024-10-27 20:12:00,"Rice, pickle, rasam and Peas curry"
2024-10-27 20:31:00,Curd and white peach
2024-10-27 20:35:00,Almonds
2024-10-27 21:46:00,#insight: protein slows sugar spike
2024-10-28 09:21:00,Chai
2024-10-28 10:46:00,Almonds
2024-10-28 11:28:00,Almonds
2024-10-28 11:49:00,Apricot
2024-10-28 12:50:00,"Rice, dal bhaji, rasam, pickle"
2024-10-28 13:23:00,Rice dal bhaji curd
2024-10-28 15:09:00,Almonds
2024-10-28 15:19:00,Pistachios
2024-10-28 15:56:00,Chai
2024-10-28 18:02:00,IMG-20241028-WA0008.jpg (file attached)
2024-10-28 18:02:00,Jhalmudi 1 cup only
2024-10-28 18:57:00,Almonds
2024-10-28 18:57:00,Jhalmudi 1 small bowl
2024-10-28 20:04:00,Curd rice dal bhaji 1 bowl
2024-10-28 20:53:00,#insight curd rice sugar peaks in 1 hour
2024-10-29 08:38:00,Chai
2024-10-29 08:54:00,1/2 slice bread nutzo and salad
2024-10-29 10:51:00,Cappuccino
2024-10-29 11:01:00,Walnuts
2024-10-29 12:51:00,IMG-20241029-WA0002.jpg (file attached)
2024-10-29 12:52:00,IMG-20241029-WA0004.jpg (file attached)
2024-10-29 13:53:00,#insight this thing peaked my glucose 170 and climbing. Not sure if it is due to cookie or noodles
2024-10-29 14:01:00,#insight 185 and climbing
2024-10-29 16:31:00,Walnuts
2024-10-29 17:08:00,IMG-20241029-WA0006.jpg (file attached)
2024-10-29 18:41:00,Hazlenuts
2024-10-29 18:48:00,Orange
2024-10-29 18:48:00,Hazlenuts
2024-10-29 19:42:00,Sorakaya curry and curd
2024-10-29 19:52:00,IMG-20241029-WA0008.jpg (file attached)
2024-10-29 19:52:00,Sandwich
2024-10-29 20:03:00,Plum
2024-10-29 20:08:00,Plum
2024-10-30 09:37:00,Almonds
2024-10-30 09:38:00,Orange
2024-10-30 09:45:00,Sugar coated almonds
2024-10-30 09:49:00,Almonds
2024-10-30 10:09:00,Chai
2024-10-30 10:09:00,Almonds
2024-10-30 12:18:00,Plum
2024-10-30 12:20:00,Almonds
2024-10-30 12:42:00,Almonds
2024-10-30 12:44:00,Orange
2024-10-30 12:49:00,Almonds
2024-10-30 13:00:00,IMG-20241030-WA0002.jpg (file attached)
2024-10-30 13:00:00,2 roti sorakaya curry dal kokum
2024-10-30 13:08:00,Apricot
2024-10-30 16:28:00,Orange
2024-10-30 16:34:00,Honey crisp
2024-10-30 16:36:00,Hazlenuts
2024-10-30 16:43:00,1 cup jujube
2024-10-30 16:49:00,IMG-20241030-WA0004.jpg (file attached)
2024-10-30 16:49:00,Nutzo crisp
2024-10-30 16:54:00,Nutzo honey crisp
2024-10-30 16:57:00,Chai
2024-10-30 18:22:00,Barfi sample
2024-10-30 18:43:00,IMG-20241030-WA0006.jpg (file attached)
2024-10-30 18:43:00,Punugulu
2024-10-30 18:47:00,6 punugulu small bowl pulihora
2024-10-30 18:55:00,Orange
2024-10-30 19:10:00,IMG-20241030-WA0008.jpg (file attached)
2024-10-30 19:10:00,1 bowl dal and sorakaya curry
2024-10-30 19:12:00,1 rice crisp
2024-10-30 19:22:00,Almonds
2024-10-30 21:10:00,IMG-20241030-WA0010.jpg (file attached)
2024-10-30 21:10:00,Thukpa
2024-10-30 21:16:00,Small bowl pulihora
2024-10-31 09:09:00,Chai
2024-10-31 10:52:00,IMG-20241031-WA0004.jpg (file attached)
2024-10-31 10:53:00,Upma
2024-10-31 10:58:00,Hummus and sev
2024-10-31 10:58:00,Hazlenuts
2024-10-31 11:04:00,Hazlenuts
2024-10-31 11:10:00,Hazlenuts
2024-10-31 12:40:00,Orange
2024-10-31 12:47:00,Filter coffee
2024-10-31 14:41:00,IMG-20241031-WA0006.jpg (file attached)
2024-10-31 15:07:00,IMG-20241031-WA0009.jpg (file attached) Sweet
2024-10-31 15:07:00,Pan kaju katli
2024-10-31 15:55:00,#insight A full meal doesn't spike sugar lavels
2024-10-31 16:46:00,Plum
2024-10-31 16:51:00,IMG-20241031-WA0011.jpg (file attached)
2024-10-31 16:52:00,Sweet
2024-10-31 16:54:00,Bajji
2024-10-31 16:55:00,Hazlenuts
2024-10-31 17:01:00,Hazlenuts
2024-10-31 17:06:00,1 bowl jujube
2024-10-31 17:12:00,Chai
2024-10-31 19:35:00,Orange
2024-10-31 20:07:00,Cookie
2024-10-31 20:09:00,Cookie
2024-10-31 21:02:00,IMG-20241031-WA0017.jpg (file attached)
2024-10-31 21:14:00,2x the plate with upma and 3 cucumbers
2024-11-01 09:10:00,Chai
2024-11-01 10:04:00,Peach
2024-11-01 10:14:00,Filter coffee cup
2024-11-01 11:25:00,Orange
2024-11-01 12:15:00,Apple
2024-11-01 12:27:00,Hazlenuts and pistachios
2024-11-01 12:33:00,Hazlenuts
2024-11-01 13:08:00,IMG-20241101-WA0002.jpg (file attached)
2024-11-01 13:09:00,"Gongura dal, rice, dondakaya curry,  papad, pickle"
2024-11-01 13:14:00,Curd
2024-11-01 13:22:00,Lots of dondakaya curry
2024-11-01 13:22:00,IMG-20241101-WA0004.jpg (file attached)
2024-11-01 13:23:00,Bowl full of grapes
2024-11-01 17:19:00,Chai
2024-11-01 17:43:00,Plum
2024-11-01 18:03:00,Plum
2024-11-01 18:09:00,Hazlenuts
2024-11-01 18:17:00,IMG-20241101-WA0020.jpg (file attached)
2024-11-01 18:17:00,"Rice dal dondakaya curry,  chana jhor"
2024-11-01 18:29:00,Orange
2024-11-01 18:30:00,Hazlenuts
2024-11-01 18:34:00,Hazlenuts
2024-11-01 21:09:00,"Dondakaya curry,  curd"
2024-11-01 21:13:00,2 anarsas
2024-11-01 21:13:00,IMG-20241101-WA0022.jpg (file attached)
2024-11-01 21:17:00,2 plums
2024-11-02 10:58:00,Chai
2024-11-02 11:46:00,Filter coffee
2024-11-02 12:48:00,Fruit samples
2024-11-02 13:52:00,Chai gurkha kitchen
2024-11-02 14:04:00,IMG-20241102-WA0002.jpg (file attached)
2024-11-02 14:11:00,IMG-20241102-WA0004.jpg (file attached)
2024-11-02 14:14:00,IMG-20241102-WA0006.jpg (file attached)
2024-11-02 14:29:00,"Thali Nepali, saag paneer, roti, noodles"
2024-11-02 15:33:00,Mini pancake sample costco with vanilla bean bourbon paste
2024-11-02 15:51:00,Protein shake sample costco
2024-11-02 15:52:00,IMG-20241102-WA0008.jpg (file attached)
2024-11-02 17:25:00,Apricot
2024-11-02 17:27:00,Jujube handful
2024-11-02 17:54:00,Filter coffee
2024-11-02 19:05:00,Hazlenuts
2024-11-02 19:07:00,Hazlenuts
2024-11-02 19:16:00,Roti saag paneer
2024-11-02 19:23:00,Bowl of grapes
2024-11-02 19:27:00,Bowl jujube
2024-11-02 19:34:00,Almonds
2024-11-02 20:57:00,#insight: Grapes hit hard
2024-11-03 09:46:00,IMG-20241103-WA0002.jpg (file attached)
2024-11-03 09:49:00,Chai
2024-11-03 10:15:00,IMG-20241103-WA0004.jpg (file attached)
2024-11-03 10:17:00,"Rava idli, peanut chutney"
2024-11-03 10:25:00,3 idlis total
2024-11-03 10:38:00,Peanuts
2024-11-03 10:39:00,Peanuts
2024-11-03 10:41:00,1/2 idli and chutney
2024-11-03 10:58:00,Filter coffee
2024-11-03 12:56:00,Peanuts
2024-11-03 12:57:00,Peanuts
2024-11-03 12:58:00,"#insight rava idli and chutney is okay, doesn't spike"
2024-11-03 13:02:00,Peanuts
2024-11-03 13:05:00,Rava idly chutney
2024-11-03 13:13:00,Hazlenuts
2024-11-03 13:33:00,IMG-20241103-WA0006.jpg (file attached)
2024-11-03 13:46:00,"Curd rice,  papad"
2024-11-03 16:45:00,"Rava idly, chutney"
2024-11-03 16:49:00,"3 rava idlis, hummus"
2024-11-03 16:51:00,Pluot
2024-11-03 16:54:00,Hazlenuts
2024-11-03 16:57:00,Almonds
2024-11-03 17:02:00,Filter coffee
2024-11-03 17:38:00,Chai
2024-11-03 17:57:00,"Pani puri 6pcs, with Potatoes"
2024-11-03 18:05:00,4 pcs pani puri and potatoes
2024-11-03 20:28:00,Pomegranate and workout 1 small bowl
2024-11-03 20:39:00,Pomegranate with borkut
2024-11-03 20:39:00,Almonds
2024-11-04 08:21:00,8:00 am chai
2024-11-04 09:19:00,Filter coffee
2024-11-04 11:17:00,Almonds
2024-11-04 11:20:00,Almonds
2024-11-04 12:00:00,Bread 1/4 and dipping oil
2024-11-04 12:00:00,Hazlenuts
2024-11-04 12:04:00,Pomegranate
2024-11-04 12:04:00,Hazlenuts
2024-11-04 12:18:00,Hazlenuts
2024-11-04 12:18:00,Carrot half
2024-11-04 12:53:00,IMG-20241104-WA0002.jpg (file attached)
2024-11-04 13:11:00,"Curd rice, pani puri balls, gongura"
2024-11-04 13:12:00,Pluot
2024-11-04 13:16:00,IMG-20241104-WA0004.jpg (file attached)
2024-11-04 13:16:00,Pomegranate and borkut
2024-11-04 14:50:00,#insight  my glucose spiked to 200ish. This could be due to rotis??
2024-11-04 16:41:00,Almonds
2024-11-04 16:44:00,Almonds
2024-11-04 16:48:00,Almonds
2024-11-04 16:59:00,Chai
2024-11-04 18:03:00,Samosa and puff 1/2 each
2024-11-04 18:26:00,Pear
2024-11-04 18:35:00,Biryani
2024-11-04 18:39:00,Cucumber
2024-11-04 18:42:00,Almonds
2024-11-04 18:55:00,Biryani
2024-11-04 18:57:00,Pluot
2024-11-04 18:58:00,Almonds
2024-11-05 08:36:00,Chai
2024-11-05 10:12:00,Walnuts
2024-11-05 10:17:00,Cappuccino
2024-11-05 12:52:00,IMG-20241105-WA0001.jpg (file attached)
2024-11-05 12:52:00,Roasted veggies
2024-11-05 13:42:00,IMG-20241105-WA0003.jpg (file attached)
2024-11-05 13:43:00,Walnuts and protein shake
2024-11-05 16:27:00,IMG-20241105-WA0005.jpg (file attached)
2024-11-05 16:36:00,IMG-20241105-WA0007.jpg (file attached)
2024-11-05 16:44:00,IMG-20241105-WA0009.jpg (file attached)
2024-11-05 17:09:00,IMG-20241105-WA0011.jpg (file attached)
2024-11-06 08:34:00,#paused 5-Nov 6PM
2024-11-23 11:17:00,2ND SENSOR
2024-11-23 11:17:00,IMG-20241123-WA0002.jpg (file attached)
2024-11-23 11:17:00,"Pappu Kaya, rice, methi aloo curry"
2024-11-23 11:24:00,IMG-20241123-WA0004.jpg (file attached) Podi annam
2024-11-23 11:37:00,Mini butter Cookie
2024-11-23 13:08:00,Date chocolate
2024-11-23 14:20:00,Mixed nuts and raisins
2024-11-23 14:22:00,Orange
2024-11-23 14:54:00,IMG-20241123-WA0007.jpg (file attached)
2024-11-23 14:54:00,"Methi dal, potato capsicum curry,  rice and pickle"
2024-11-23 15:14:00,Apple
2024-11-23 18:35:00,Popcorn
2024-11-23 19:07:00,A lot of popcorn 6 cups
2024-11-23 19:21:00,Walnuts
2024-11-23 19:32:00,Almonds
2024-11-23 19:48:00,IMG-20241123-WA0010.jpg (file attached)
2024-11-23 19:50:00,"Methi roti, dal"
2024-11-23 19:54:00,Rice and podi
2024-11-23 20:16:00,Almonds
2024-11-24 10:38:00,Chai
2024-11-24 13:59:00,Nuts and dates
2024-11-24 14:04:00,Pluot
2024-11-24 14:06:00,1:40 pm lunch Pappu moringa methi Sorakaya kura Pickle Rice Curd
2024-11-24 16:48:00,Filter coffee
2024-11-24 16:58:00,Chai
2024-11-24 18:25:00,Almonds
2024-11-24 18:34:00,Almonds
2024-11-24 18:59:00,IMG-20241124-WA0002.jpg (file attached)
2024-11-24 19:52:00,Plum
2024-11-24 20:10:00,Almonds
2024-11-24 20:13:00,Almonds
2024-11-24 21:24:00,Ras malai
2024-11-25 10:30:00,Chai
2024-11-25 10:46:00,Apple
2024-11-25 11:22:00,IMG-20241125-WA0001.jpg (file attached)
2024-11-25 11:23:00,2 idlis
2024-11-25 12:06:00,Almonds peanuts
2024-11-25 12:22:00,Insight: idli chutney was a killer 156 and climbing now
2024-11-25 12:53:00,Peanuts
2024-11-25 13:02:00,Peanuts
2024-11-25 13:04:00,Peanuts
2024-11-25 13:08:00,Filter coffee
2024-11-25 15:00:00,Almonds peanuts
2024-11-25 15:31:00,Dal bhaji Rice
2024-11-25 15:31:00,Apple
2024-11-25 16:06:00,Almonds
2024-11-25 16:48:00,Rasmalai
2024-11-25 16:52:00,Rasmalai
2024-11-25 17:10:00,Lemon popcorn
2024-11-25 17:25:00,Chai
2024-11-26 10:14:00,9:30 am chai
2024-11-26 10:53:00,IMG-20241126-WA0001.jpg (file attached)
2024-11-26 10:53:00,1 idli
2024-11-26 11:09:00,Filter coffee
2024-11-26 11:39:00,Almonds
2024-11-26 12:05:00,Almonds
2024-11-26 13:31:00,Biryani
2024-11-26 13:31:00,IMG-20241126-WA0002.jpg (file attached)
2024-11-26 13:31:00,IMG-20241126-WA0003.jpg (file attached)
2024-11-26 14:06:00,Rasmalai
2024-11-26 14:43:00,Dark chocolate small
2024-11-26 16:30:00,Plum
2024-11-26 16:32:00,Plum
2024-11-26 16:39:00,Rasmalai
2024-11-26 16:45:00,Almonds
2024-11-26 20:51:00,Biryani Methi dal Curd Cucumber
2024-11-27 10:56:00,Chai biscuit
2024-11-27 11:04:00,Almonds
2024-11-27 11:06:00,Walnuts
2024-11-27 11:10:00,Plum
2024-11-27 12:33:00,IMG-20241127-WA0002.jpg (file attached)
2024-11-27 12:33:00,"Rice,  dal bhaji, cabbage curry"
2024-11-27 15:15:00,Almonds
2024-11-27 15:32:00,Date
2024-11-27 16:47:00,Small bowl pulihora
2024-11-27 16:59:00,"Dal bhaji, rice, methi dal, sev"
2024-11-27 19:51:00,Almonds
2024-11-27 20:05:00,Creamy tomato soup
2024-11-27 20:05:00,You deleted this message
2024-11-27 20:08:00,Almonds
2024-11-27 20:49:00,Cabbage curry
2024-11-27 20:54:00,Almonds
2024-11-27 21:03:00,Apple
2024-11-27 21:17:00,Almonds
2024-11-28 11:06:00,Chai
2024-11-28 11:11:00,Almonds
2024-11-28 11:16:00,Almonds and walnuts
2024-11-28 11:36:00,IMG-20241128-WA0001.jpg (file attached)
2024-11-28 12:25:00,Filter coffee
2024-11-28 14:38:00,Almonds
2024-11-28 14:44:00,Rice pappu Kaya sorakaya Pickle Curd
2024-11-28 15:00:00,Orange almonds
2024-11-28 16:47:00,Almonds
2024-11-28 17:01:00,Date chocolate
2024-11-28 17:14:00,Sev small bowl
2024-11-28 17:17:00,Crackers peanut chutney
2024-11-28 17:23:00,Banana chips
2024-11-28 17:30:00,Dates and almonds
2024-11-28 17:33:00,Walnuts and raisins
2024-11-28 17:45:00,Chai
2024-11-28 21:20:00,Pappu Kaya curd
2024-11-28 21:22:00,Almonds
2024-11-28 21:27:00,Plum
2024-11-28 21:28:00,Walnuts
2024-11-29 09:14:00,Chai
2024-11-29 09:19:00,Almonds
2024-11-29 10:33:00,Plum Apple
2024-11-29 10:44:00,Bread greens Peanut chutney
2024-11-29 10:55:00,Cheese it
2024-11-29 10:59:00,IMG-20241129-WA0001.jpg (file attached) Cereals
2024-11-29 13:38:00,Almonds
2024-11-29 13:46:00,IMG-20241129-WA0003.jpg (file attached)
2024-11-29 13:46:00,Dal rice roti
2024-11-29 18:17:00,Tortilla chips
2024-11-29 20:21:00,Sambar rice
2024-11-29 20:22:00,IMG-20241129-WA0006.jpg (file attached)
2024-11-30 10:01:00,Chai
2024-11-30 10:05:00,Cheese crackers
2024-11-30 10:45:00,Idli sambar chutney
2024-11-30 11:02:00,Ponkanalu
2024-11-30 15:22:00,1:00pm 1 idli and chutney
2024-11-30 15:23:00,Tortilla chips
2024-11-30 15:33:00,Pizza slices 2
2024-11-30 15:36:00,Roasted chestnut
2024-11-30 15:37:00,Pomegranate
2024-11-30 20:35:00,Gurkha kitchen Thukpa Thali
2024-11-30 20:48:00,Saag paneer butter roti
2024-12-01 10:54:00,9:30 chai
2024-12-01 12:04:00,Roasted chestnuts
2024-12-01 12:08:00,Small bowl rice dal
2024-12-01 12:08:00,Almonds walnuts
2024-12-01 14:45:00,Rice dal chips
2024-12-01 17:19:00,4:45 pm twisted potato fries
2024-12-01 17:31:00,# Ill for the past week due to rsv virus
2024-12-01 21:17:00,"9:05 upma,  small bowl thukpa"
2024-12-02 09:32:00,9:15 Chai
2024-12-02 11:53:00,Plum date nuts
2024-12-02 12:22:00,Upma and sev
2024-12-02 14:12:00,Dal bhaji rice and cabbage curry
2024-12-02 15:17:00,Birthday cake and walnuts
2024-12-02 19:32:00,Papdi chat
2024-12-02 19:35:00,"Samosa chole, bhel"
2024-12-02 19:40:00,Thali
2024-12-02 20:26:00,IMG-20241202-WA0017.jpg (file attached)
2024-12-03 09:14:00,Chai
2024-12-03 11:12:00,IMG-20241203-WA0002.jpg (file attached)
2024-12-03 11:13:00,Rice and dal bhaji
2024-12-03 11:16:00,Sev
2024-12-03 11:17:00,Apple pie cookie half
2024-12-03 11:24:00,Almonds
2024-12-03 12:49:00,IMG-20241203-WA0004.jpg (file attached)
2024-12-03 12:49:00,Sandwich and soup
2024-12-03 13:02:00,Rice chole saag
2024-12-03 13:02:00,Sev
2024-12-03 13:11:00,Soup and bread
2024-12-03 18:47:00,Puthareku
2024-12-03 18:48:00,Vada sambar
2024-12-03 18:51:00,Aloo Bonda
2024-12-03 18:51:00,Pineapple juice small
2024-12-03 18:52:00,Almonds
2024-12-03 18:58:00,Almonds
2024-12-03 20:29:00,Almonds
2024-12-04 10:24:00,You deleted this message
2024-12-04 10:25:00,Apple pie cookie half
2024-12-04 10:29:00,Almonds
2024-12-04 10:37:00,Bread though cheese
2024-12-04 13:03:00,Puthareku
2024-12-04 13:03:00,Carrot
2024-12-04 13:20:00,Dal rice papad
2024-12-04 13:26:00,Carrot
2024-12-04 16:44:00,Chat
2024-12-04 19:36:00,Almonds
2024-12-04 19:45:00,"Nuts, raisins and date"
2024-12-04 19:54:00,Apple and coconut
2024-12-05 09:23:00,Chai
2024-12-05 09:23:00,Bread cheese Avocado
2024-12-05 11:15:00,Filter coffee
2024-12-05 11:46:00,Almonds
2024-12-05 12:17:00,Half pear
2024-12-05 13:27:00,Sambar rice papad
2024-12-05 13:32:00,Almonds and raisins
2024-12-05 18:20:00,Chai
2024-12-05 18:25:00,Almonds
2024-12-05 18:30:00,Sambar rice
2024-12-05 18:39:00,Almonds
2024-12-05 18:56:00,Dates and seeds
2024-12-05 20:44:00,Orange
2024-12-05 20:46:00,Walnuts
2024-12-05 20:55:00,Pumpkin seeds
2024-12-06 08:49:00,Chai
2024-12-06 09:52:00,Almonds
2024-12-06 09:55:00,Filter coffee
2024-12-06 11:55:00,Nuts and dates
2024-12-06 12:02:00,Sambar rice
2024-12-06 12:14:00,Crackers cheese
2024-12-06 12:23:00,Coconut small piece
2024-12-06 12:41:00,6 Prunes and orange
2024-12-06 13:09:00,"Rice, methi dal,  pumpkin curry, curd"
2024-12-06 13:11:00,Almonds and raisins
2024-12-06 13:34:00,Date and almonds
2024-12-06 16:46:00,Cheese crackers
2024-12-06 16:53:00,Cereals milk
2024-12-06 17:15:00,Chai
2024-12-06 18:51:00,Peas and crackers bowl
2024-12-06 18:59:00,Dal rice
2024-12-06 19:06:00,Dal rice sev
2024-12-07 09:16:00,Chai
2024-12-07 10:09:00,IMG-20241207-WA0001.jpg (file attached)
2024-12-07 10:09:00,And cheese
2024-12-07 10:26:00,Almonds and pumpkin seeds
2024-12-24 15:09:00,IMG-20241224-WA0001.jpg (file attached)
2024-12-24 15:47:00,Muffin cake small
2024-12-24 15:49:00,Pluot
2024-12-24 15:55:00,Almonds
2024-12-24 17:54:00,Chai
2024-12-24 20:45:00,IMG-20241224-WA0003.jpg (file attached)
2024-12-24 21:00:00,IMG-20241224-WA0005.jpg (file attached)
2024-12-24 21:00:00,Biryani
2024-12-24 21:00:00,Paneer
2024-12-25 11:11:00,Chai
2024-12-25 11:11:00,Cheese crackers
2024-12-25 11:20:00,Almonds
2024-12-25 11:21:00,Cookie pie
2024-12-25 11:59:00,IMG-20241225-WA0001.jpg (file attached)
2024-12-25 11:59:00,Poha
2024-12-25 14:55:00,1/2 roti and thecha
2024-12-25 15:07:00,Pumpkin and sunflower seeds with raisins
2024-12-25 15:17:00,Crackers and walnuts
2024-12-25 15:27:00,IMG-20241225-WA0004.jpg (file attached)
2024-12-25 15:49:00,Curd rice
2024-12-25 17:34:00,Cookie
2024-12-25 17:56:00,Chai
2024-12-26 09:48:00,Chai and digestive biscuit
2024-12-26 10:47:00,Almonds
2024-12-26 10:48:00,Bread cheese Greens almond butter
2024-12-26 10:48:00,IMG-20241226-WA0002.jpg (file attached)
2024-12-26 10:58:00,Walnuts
2024-12-26 11:30:00,Filter coffee
2024-12-26 12:41:00,Pluot
2024-12-26 13:01:00,IMG-20241226-WA0004.jpg (file attached)
2024-12-26 13:02:00,Thalipeet
2024-12-26 13:14:00,Dal bhaji rice
2024-12-26 13:25:00,Pluot and almonds
2024-12-26 15:26:00,Almonds raisins
2024-12-26 16:24:00,Chocolate
2024-12-26 16:26:00,Chocolate 2
2024-12-26 16:28:00,Pistachio cookie
2024-12-26 16:42:00,Chai
2024-12-26 16:46:00,Dal bhaji rice murukulu
2024-12-26 17:01:00,Almonds
2024-12-26 17:05:00,Puthareku
2024-12-27 09:25:00,Chai
2024-12-27 09:28:00,Digestive biscuit
2024-12-27 10:30:00,Ponkanalu Hummus Nutzo
2024-12-27 11:10:00,Tortilla chips and hummus
2024-12-27 11:16:00,Filter coffee
2024-12-27 11:19:00,Ponkanalu plate full
2024-12-27 11:19:00,Hummus
2024-12-27 12:19:00,Tortilla chips
2024-12-27 13:59:00,IMG-20241227-WA0001.jpg (file attached)
2024-12-27 16:40:00,Almonds and raisins
2024-12-27 17:11:00,Chai Biscuit
2024-12-27 17:13:00,Cheese crackers
2024-12-27 18:30:00,Chocolate And punuku fried
2024-12-27 18:35:00,Chocolate
2024-12-27 18:49:00,IMG-20241227-WA0004.jpg (file attached)
